Id,Role,Role_M,Name,Squad,Price,Age,Mate,Regularness,MyRating,FVM,Pg24_25,Mv24_25,Mf24_25,Pg23_24,Mv23_24,Mf23_24,Pg22_23,Mv22_23,Mf22_23,Pg21_22,Mv21_22,Mf21_22,Pg20_21,Mv20_21,Mf20_21,Pg19_20,Mv19_20,Mf19_20,FVM24_25,FVM23_24,FVM22_23,FVM21_22,FVM20_21,FVM19_20,FVM18_19,ExpectedMf
5735,C,W;T,Volpato,Sassuolo,13,21,,,3.7,17,,,,17.0,5.85,6.0,6.0,6.0,6.67,1.0,7.0,10.0,,,,,,,,14.0,1.0,0.0,,,,6.55
5888,C,C;T,Casadei,Torino,13,22,,,3.8,20,15.0,6.03,6.27,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6.58
2077,C,C;T,Pasalic,Atalanta,12,30,,,3.7,14,33.0,5.91,6.14,33.0,6.21,6.89,32.0,5.95,6.41,33.0,6.24,7.56,20.0,6.08,7.0,34.0,6.15,6.88,52.0,130.0,40.0,0.0,0.0,0.0,0.0,6.51
4404,C,C;T,Thorsby,Cremonese,12,29,,,3.5,12,27.0,5.78,5.65,21.0,5.98,6.31,,,,35.0,5.86,6.0,33.0,6.03,6.18,23.0,5.74,5.63,10.0,15.0,,0.0,0.0,0.0,,6.4
827,C,M;C,Locatelli,Juventus,12,27,,,3.7,47,35.0,6.19,6.26,35.0,5.83,5.94,31.0,6.15,6.08,29.0,6.16,6.47,34.0,6.28,6.53,33.0,6.24,6.17,19.0,28.0,29.0,0.0,0.0,0.0,0.0,6.54
7351,C,W;A,Santos A.,Napoli,12,21,,,4.0,54,,,,,,,,,,,,,,,,,,,,,,,,,,6.76
7133,C,W;T,Vandeputte,Cremonese,11,28,,,3.8,15,,,,,,,,,,,,,,,,,,,,,,,,,,6.62
4465,C,C,Fagioli,Fiorentina,11,24,,,3.8,35,24.0,5.92,6.04,8.0,6.06,6.25,23.0,6.13,6.59,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,18.0,10.0,29.0,,0.0,0.0,,6.58
7070,C,C,Sucic P.,Inter,11,21,,,3.7,21,,,,,,,,,,,,,,,,,,,,,,,,,,6.57
333,C,M;C,Cataldi,Lazio,11,31,,,3.5,17,24.0,6.04,6.4,22.0,5.98,5.95,28.0,5.98,5.93,30.0,6.03,6.08,13.0,5.73,5.58,16.0,6.09,6.22,7.0,20.0,12.0,0.0,0.0,0.0,0.0,6.42
5674,C,C,Basic,Lazio,11,28,,,3.9,25,0.0,0.0,0.0,14.0,5.54,5.36,14.0,6.0,6.18,20.0,5.85,5.88,,,,,,,,23.0,6.0,0.0,,,,6.68
5453,C,M;C,Ricci S.,Milan,11,24,,,3.4,13,34.0,6.06,6.03,30.0,5.9,5.87,28.0,6.16,6.3,30.0,5.88,5.95,,,,,,,20.0,24.0,37.0,0.0,,,,6.33
6898,C,M;C,Keita M.,Parma,11,29,,,3.4,18,28.0,5.73,5.66,,,,,,,,,,,,,,,,12.0,,,,,,,6.28
5651,C,W,Harrison,Fiorentina,11,29,,,3.9,23,,,,,,,,,,,,,,,,,,,,,,,,,,6.66
4947,C,C;T,Brescianini,Fiorentina,10,27,,,3.8,15,23.0,6.13,6.72,35.0,6.09,6.44,,,,,,,,,,,,,38.0,24.0,,,,,,6.63
4896,C,T;A,Maldini,Lazio,10,23,,,4.1,20,27.0,6.02,6.59,16.0,6.19,6.97,15.0,6.07,6.43,3.0,6.33,7.17,0.0,0.0,0.0,1.0,6.0,6.0,21.0,35.0,2.0,0.0,0.0,0.0,,6.84
6252,C,C;T,Folorunsho,Cagliari,10,27,,,3.8,14,13.0,5.96,5.77,33.0,6.0,6.41,,,,,,,,,,,,,15.0,41.0,,,,,,6.62
4686,C,M;C,Fofana Y.,Milan,10,26,,,3.5,18,34.0,6.03,6.22,,,,,,,,,,,,,,,,19.0,,,,,,,6.39
4199,C,C;T,Loftus-Cheek,Milan,10,29,,,3.6,12,18.0,5.86,5.78,29.0,6.12,6.69,,,,,,,,,,,,,51.0,65.0,,,,,,6.43
4287,C,M;C,Lobotka,Napoli,10,30,,,3.5,20,31.0,6.05,6.03,38.0,5.93,5.91,38.0,6.26,6.34,21.0,6.29,6.38,5.0,6.0,5.8,13.0,6.12,6.12,16.0,30.0,50.0,0.0,0.0,0.0,,6.36
6831,C,W;A,Neres,Napoli,10,28,,,3.8,15,25.0,6.32,6.72,,,,,,,,,,,,,,,,77.0,,,,,,,6.63
2334,C,W,Leris,Pisa,10,28,,,3.8,12,,,,,,,32.0,5.88,5.8,0.0,0.0,0.0,9.0,5.89,5.83,13.0,5.85,6.08,,,9.0,,0.0,0.0,0.0,6.6
1976,C,M;C,Mazzitelli,Cagliari,10,29,,,3.5,12,8.0,6.0,6.44,29.0,6.1,6.52,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,18.0,33.0,,,,,0.0,6.37
22,C,M;C,De Roon,Atalanta,9,34,,,3.6,22,36.0,6.15,6.53,30.0,5.97,5.97,34.0,6.1,6.26,30.0,5.95,6.13,35.0,6.07,6.06,34.0,5.97,6.06,16.0,28.0,22.0,0.0,0.0,0.0,0.0,6.47
5119,C,T,Samardzic,Atalanta,9,23,,,4.0,11,28.0,6.09,6.25,33.0,6.18,6.74,32.0,6.05,6.59,13.0,6.12,6.73,,,,,,,53.0,55.0,22.0,0.0,,,,6.74
6054,C,M;C,Moro N.,Bologna,9,27,,,3.4,11,16.0,6.0,6.03,17.0,6.03,6.21,25.0,6.04,6.3,,,,,,,,,,8.0,16.0,13.0,,,,,6.32
6294,C,M;C,Ndour,Fiorentina,9,21,,,3.5,22,7.0,5.71,5.64,,,,,,,,,,,,,,,,,,,,,,,6.38
5791,C,M;C,Frendrup,Genoa,9,24,,,3.4,15,35.0,6.0,6.04,37.0,6.23,6.42,,,,10.0,5.8,5.75,,,,,,,27.0,35.0,,0.0,,,,6.34
4711,C,E;W,Kostic,Juventus,9,32,,,3.5,8,0.0,0.0,0.0,29.0,5.91,5.98,36.0,6.11,6.6,,,,,,,,,,7.0,25.0,64.0,,,,,6.38
795,C,W,El Shaarawy,Roma,9,32,,,3.8,11,21.0,6.19,6.71,29.0,6.05,6.4,26.0,6.37,7.15,24.0,5.92,6.27,9.0,5.67,5.94,,,,19.0,39.0,44.0,0.0,0.0,,0.0,6.6
5823,C,T;A,Baldanzi,Genoa,9,22,,,4.0,15,21.0,6.0,6.14,24.0,6.08,6.27,26.0,6.15,6.58,,,,,,,,,,20.0,25.0,37.0,,,,,6.73
6680,C,M;C,Karlstrom,Udinese,9,30,,,3.4,15,37.0,5.85,5.78,,,,,,,,,,,,,,,,8.0,,,,,,,6.29
5761,C,W,Zhegrova,Juventus,9,26,,,3.8,12,,,,,,,,,,,,,,,,,,,,,,,,,,6.59
7318,C,C;T,Gandelman,Lecce,9,28,,,3.8,13,,,,,,,,,,,,,,,,,,,,,,,,,,6.62
788,C,M;C,Freuler,Bologna,8,33,,,3.5,14,37.0,6.19,6.22,32.0,6.11,6.06,0.0,0.0,0.0,29.0,5.93,5.83,33.0,6.3,6.52,30.0,6.05,6.23,19.0,27.0,,0.0,0.0,0.0,0.0,6.37
5298,C,M;C,Pobega,Bologna,8,27,,,3.5,13,20.0,6.05,6.25,7.0,5.93,5.93,14.0,5.96,6.25,31.0,6.26,6.5,20.0,6.1,6.85,,,,10.0,11.0,10.0,0.0,0.0,,,6.37
4870,C,M;C,Adopo,Cagliari,8,25,,,3.4,13,34.0,5.87,5.91,4.0,5.75,6.0,4.0,5.88,5.75,,,,,,,,,,3.0,4.0,4.0,,,,,6.31
6020,C,C;W,Ellertsson,Genoa,8,23,,,3.7,10,35.0,6.01,6.21,,,,5.0,5.8,5.7,,,,,,,,,,11.0,,,,,,,6.51
5301,C,E;W,Luis Henrique,Inter,8,23,,,3.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,6.41
6394,C,M;C,Ramadani,Lecce,8,26,,,3.4,13,27.0,5.85,5.94,34.0,5.82,5.72,,,,,,,,,,,,,10.0,23.0,,,,,,6.31
6271,C,M;C,El Aynaoui,Roma,8,23,,,3.4,11,,,,,,,,,,,,,,,,,,,,,,,,,,6.34
6815,C,W,Fadera,Sassuolo,8,23,,,3.6,10,24.0,6.0,6.19,,,,,,,,,,,,,,,,13.0,,,,,,,6.5
2839,C,W;A,Sottil,Lecce,8,26,,,3.6,9,21.0,5.95,6.12,18.0,5.97,6.44,16.0,5.97,6.06,22.0,6.0,6.41,19.0,6.03,6.32,12.0,5.83,5.75,19.0,21.0,10.0,0.0,0.0,0.0,,6.47
7223,C,W;T,Vergara,Napoli,8,22,,,3.7,12,,,,,,,,,,,,,,,,,,,,,,,,,,6.54
2528,C,M;C,Matic,Sassuolo,8,37,,,3.5,13,,,,0.0,0.0,0.0,34.0,6.16,6.32,,,,,,,,,,,,21.0,,,,,6.39
4349,C,M;C,Nicolussi Caviglia,Parma,8,25,,,3.6,15,35.0,6.2,6.53,6.0,5.92,6.0,11.0,5.73,5.91,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,6.0,,0.0,,0.0,6.44
6424,C,M;C,Prati,Torino,7,21,,,3.4,11,10.0,5.85,5.8,26.0,5.92,6.0,,,,,,,,,,,,,12.0,15.0,,,,,,6.33
6640,C,W,Felici,Cagliari,7,24,,,3.6,7,18.0,5.83,5.97,,,,,,,,,,,,,,,,12.0,,,,,,,6.43
5813,C,C;T,Miretti,Juventus,7,22,,,3.7,12,25.0,5.98,6.42,20.0,5.78,5.9,25.0,5.96,6.02,4.0,6.0,6.0,,,,,,,18.0,23.0,8.0,0.0,,,,6.56
6015,C,C;T,Berisha M.,Lecce,7,21,,,3.7,9,14.0,6.07,5.96,,,,,,,,,,,,,,,,,,,,,,,6.52
6549,C,W;A,Pierotti,Lecce,7,27,,,3.6,13,35.0,5.81,6.1,7.0,6.07,6.21,,,,,,,,,,,,,4.0,7.0,,,,,,6.49
5131,C,M;C,Gilmour,Napoli,7,24,,,3.4,12,17.0,6.0,6.06,,,,,,,,,,,,,,,,11.0,,,,,,,6.33
6170,C,C,Gineitis,Torino,7,21,,,3.6,9,28.0,5.95,6.21,10.0,6.05,5.95,2.0,6.0,5.5,,,,,,,,,,12.0,4.0,1.0,,,,,6.5
7028,C,C,Bernede,Verona,7,26,,,3.8,11,12.0,5.79,5.96,,,,,,,,,,,,,,,,,,,,,,,6.6
7198,C,C,Piotrowski,Udinese,7,26,,,3.8,11,,,,,,,,,,,,,,,,,,,,,,,,,,6.6
7208,C,M;C,Miller L.,Udinese,7,23,,,3.4,11,,,,,,,,,,,,,,,,,,,,,,,,,,6.34
7209,C,C,Sorensen O.,Parma,7,23,,,3.7,12,,,,,,,,,,,,,,,,,,,,,,,,,,6.56
6005,C,C;T,Ilkhan,Torino,7,21,,,3.7,8,,,,0.0,0.0,0.0,6.0,5.83,5.75,,,,,,,,,,,,3.0,,,,,6.51
6274,C,C,Diouf,Inter,7,21,,,3.7,13,,,,,,,,,,,,,,,,,,,,,,,,,,6.53
4479,C,W;T,Elmas,Napoli,7,25,,,3.8,13,13.0,6.12,7.04,9.0,6.0,6.56,34.0,6.15,6.69,32.0,6.11,6.48,21.0,5.88,6.17,19.0,5.97,6.03,,,38.0,0.0,0.0,0.0,,6.58
801,C,M;C,Gagliardini,Verona,7,31,,,3.5,12,6.0,5.67,5.58,32.0,5.88,5.92,13.0,5.62,5.46,15.0,6.1,6.57,22.0,6.05,6.5,24.0,5.94,6.33,9.0,25.0,4.0,0.0,0.0,0.0,0.0,6.38
6024,C,M;C,Sulemana I.,Cagliari,6,23,,,3.4,10,6.0,6.17,7.08,19.0,5.89,6.13,13.0,5.92,5.77,,,,,,,,,,4.0,20.0,4.0,,,,,6.34
5784,C,C,Aebischer,Pisa,6,28,,,3.8,12,13.0,5.77,5.69,31.0,6.0,5.9,26.0,5.87,5.9,8.0,5.88,5.81,,,,,,,20.0,16.0,7.0,0.0,,,,6.62
6206,C,C;T,Fabbian,Fiorentina,6,22,,,3.7,9,22.0,6.09,6.48,22.0,6.23,6.86,,,,,,,,,,,,,43.0,45.0,,,,,,6.56
1871,C,M;C,Deiola,Cagliari,6,31,,,3.4,11,25.0,5.98,6.14,22.0,5.7,5.59,,,,31.0,5.82,6.16,20.0,5.65,5.58,10.0,5.8,6.05,6.0,9.0,,0.0,0.0,0.0,0.0,6.34
6629,C,C;T,Dele-Bashiru,Lazio,6,24,,,3.8,14,17.0,6.06,6.65,,,,,,,,,,,,,,,,20.0,,,,,,,6.61
5998,C,E;W,Zerbin,Cremonese,6,26,,,3.5,9,18.0,6.0,6.11,16.0,5.78,5.78,4.0,5.75,5.62,,,,,,,,,,4.0,22.0,3.0,,,,,6.35
7138,C,M;C,Ordonez C.,Parma,6,21,,,3.4,12,,,,,,,,,,,,,,,,,,,,,,,,,,6.33
5318,C,W;T,Tramoni M.,Pisa,6,24,,,3.7,10,,,,,,,,,,,,,2.0,5.75,5.75,,,,,,,,0.0,,,6.56
6246,C,M;C,Lipani,Sassuolo,6,20,,,3.4,8,,,,7.0,6.0,6.0,,,,,,,,,,,,,,5.0,,,,,,6.3
6458,C,C,Serdar,Verona,6,28,,,3.6,10,21.0,5.79,6.02,23.0,6.07,5.96,,,,,,,,,,,,,10.0,15.0,,,,,,6.47
5858,C,C;T,Ferguson,Bologna,5,26,,,3.8,12,14.0,6.11,6.39,31.0,6.39,6.94,31.0,6.24,6.85,,,,,,,,,,42.0,50.0,54.0,,,,,6.6
27,C,M;C,Grassi,Cremonese,5,30,,,3.3,8,28.0,5.91,5.84,26.0,5.92,5.77,20.0,5.92,5.85,28.0,5.95,5.88,20.0,5.72,5.55,14.0,5.93,6.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,6.27
6917,C,M;C,Masini,Genoa,5,23,,,3.4,7,18.0,6.06,6.17,,,,,,,,,,,,,,,,,,,,,,,6.33
5457,C,M;C,Maleh,Cremonese,5,30,,,3.3,5,22.0,5.82,5.75,34.0,5.79,5.66,21.0,5.81,5.76,23.0,6.07,6.26,,,,,,,8.0,15.0,8.0,0.0,,,,6.24
5992,C,M;C,Bondo,Cremonese,5,22,,,3.3,12,22.0,5.91,5.77,25.0,5.84,5.78,2.0,5.75,5.5,,,,,,,,,,5.0,1.0,,,,,,6.27
5295,C,C;W,Musah,Atalanta,5,22,,,3.5,11,26.0,5.69,5.67,25.0,5.92,5.86,,,,,,,,,,,,,10.0,21.0,,,,,,6.4
5290,C,M;C,Estevez,Parma,5,29,,,3.5,8,12.0,5.79,5.71,,,,,,,,,,27.0,5.87,5.85,,,,10.0,,,,0.0,,,6.36
7146,C,E;M,Tourè I.,Pisa,5,26,,,3.6,12,,,,,,,,,,,,,,,,,,,,,,,,,,6.45
6593,C,C;T,Akinsanmiro,Pisa,5,19,,,3.6,11,,,,,,,,,,,,,,,,,,,,,,,,,,6.48
6481,C,C,Payero,Cremonese,5,26,,,3.6,8,25.0,5.9,5.96,28.0,5.88,6.02,,,,,,,,,,,,,13.0,34.0,,,,,,6.45
5286,C,M;C,Akpa Akpro,Verona,5,33,,,3.5,10,14.0,5.57,5.43,14.0,5.82,5.64,24.0,6.04,6.0,6.0,5.33,5.25,25.0,5.96,5.82,,,,2.0,17.0,9.0,0.0,0.0,,,6.37
7322,C,M;C,Ngom,Lecce,5,25,,,3.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,6.31
7331,C,M;C,Loyola,Pisa,5,23,,,3.4,11,,,,,,,,,,,,,,,,,,,,,,,,,,6.34
7341,C,M;C,Amorim,Genoa,5,25,,,3.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
2848,C,C;T,Frattesi,Inter,4,25,,,3.8,10,23.0,6.02,6.72,28.0,6.27,7.0,36.0,6.26,6.79,36.0,6.08,6.36,0.0,0.0,0.0,,,,62.0,55.0,68.0,0.0,,,,6.61
5685,C,C;T,Koopmeiners,Juventus,4,27,,,3.7,11,28.0,5.98,6.39,34.0,6.4,7.53,33.0,6.36,7.14,28.0,6.3,6.62,,,,,,,160.0,300.0,70.0,0.0,,,,6.54
5319,C,C,Sohm,Bologna,4,24,,,3.7,12,37.0,6.03,6.26,,,,,,,,,,17.0,5.65,5.79,,,,13.0,,,,0.0,,,6.53
7145,C,E;M,Piccinini G.,Pisa,4,23,,,3.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,6.4
5688,C,W;T,Harroui,Verona,4,27,,,3.8,10,10.0,5.95,6.4,17.0,6.15,6.79,17.0,5.94,6.24,10.0,5.8,5.7,,,,,,,34.0,25.0,10.0,0.0,,,,6.58
6486,C,W;T,Suslov,Verona,4,23,,,3.6,13,31.0,5.84,5.76,30.0,6.12,6.47,,,,,,,,,,,,,37.0,40.0,,,,,,6.43
7203,C,C,Jashari,Milan,4,23,,,3.7,10,,,,,,,,,,,,,,,,,,,,,,,,,,6.56
6218,C,W;T;A,Oristanio,Parma,4,22,,,3.7,10,37.0,6.05,6.34,24.0,6.1,6.38,,,,,,,,,,,,,23.0,26.0,,,,,,6.53
6575,C,W;A,Zaragoza,Roma,4,23,,,3.7,10,,,,,,,,,,,,,,,,,,,,,,,,,,6.54
4284,C,M;C,Sergi Roberto,Como,3,33,,,3.5,12,12.0,6.0,5.92,,,,,,,,,,,,,,,,18.0,,,,,,,6.38
6010,C,C;T,Fazzini,Fiorentina,3,22,,,3.9,10,20.0,6.42,6.98,25.0,5.92,5.96,15.0,5.9,5.8,,,,,,,,,,19.0,12.0,8.0,,,,,6.66
6191,C,M;C,Belahyane,Lazio,3,21,,,3.3,7,26.0,5.77,5.69,2.0,6.25,6.25,,,,,,,,,,,,,4.0,1.0,,,,,,6.23
6984,C,W;A,Ondrejka,Parma,3,22,,,3.7,9,10.0,6.35,7.85,,,,,,,,,,,,,,,,,,,,,,,6.52
7147,C,M;C,Hojholt,Pisa,3,24,,,3.4,7,,,,,,,,,,,,,,,,,,,,,,,,,,6.33
7150,C,C,Vural,Pisa,3,19,,,3.6,6,,,,,,,,,,,,,,,,,,,,,,,,,,6.46
7157,C,C,Iannoni,Sassuolo,3,23,,,3.7,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.55
6212,C,M;C,Zarraga,Udinese,3,28,,,3.4,6,18.0,5.78,5.94,7.0,6.07,6.93,,,,,,,,,,,,,6.0,15.0,,,,,,6.28
5850,C,C,Lovric,Verona,3,28,,,3.6,9,35.0,5.96,6.11,29.0,5.97,6.09,36.0,6.18,6.71,,,,,,,,,,23.0,25.0,58.0,,,,,6.48
7254,C,T,Lorran,Pisa,3,19,,,4.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.79
6112,C,E;W,Iling Junior,Pisa,3,21,,,3.5,11,4.0,6.0,6.75,20.0,5.98,6.2,8.0,6.19,6.62,,,,,,,,,,11.0,23.0,3.0,,,,,6.36
7132,C,M;C,Collocolo,Cremonese,2,26,,,3.4,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.34
5788,C,T,Sabiri,Fiorentina,2,29,,,4.3,4,,,,0.0,0.0,0.0,18.0,5.78,5.81,13.0,6.15,6.88,,,,,,,,,4.0,0.0,,,,6.98
6980,C,W,Venturino,Roma,2,19,,,3.6,12,3.0,6.83,8.83,,,,,,,,,,,,,,,,,,,,,,,6.48
4459,C,M;C,Rovella,Lazio,2,23,,,3.4,8,33.0,6.11,6.0,21.0,6.12,6.07,25.0,6.1,6.16,20.0,6.1,6.12,18.0,5.83,5.83,2.0,6.0,6.0,11.0,23.0,16.0,0.0,0.0,0.0,,6.3
5872,C,C;T,Helgason,Lecce,2,26,,,3.6,7,17.0,6.03,6.26,0.0,0.0,0.0,7.0,5.79,5.79,,,,,,,,,,,,1.0,,,,,6.5
7149,C,M;C,Marin M.,Pisa,2,27,,,3.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
6219,C,M;C,Boloca,Sassuolo,2,26,,,3.4,4,,,,30.0,5.85,5.82,,,,,,,,,,,,,,21.0,,,,,,6.32
6889,C,C;T,Anjorin,Torino,2,23,,,3.8,9,22.0,6.3,6.64,,,,,,,,,,,,,,,,4.0,,,,,,,6.59
5540,C,M;C,Niasse,Verona,2,28,,,3.5,9,11.0,5.5,5.32,,,,,,,,,,,,,,,,,,,,,,,6.36
7248,C,M;C,Gorter,Lecce,2,25,,,3.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,6.31
7010,C,M;C,Al-Musrati,Verona,2,29,,,3.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,6.35
4677,C,W,Cornet,Genoa,2,29,,,3.7,5,6.0,6.08,7.25,,,,,,,,,,,,,,,,,,,,,,,6.56
7036,C,C;T,Bakola,Sassuolo,2,19,,,3.6,7,,,,,,,,,,,,,,,,,,,,,,,,,,6.46
7165,C,M;C,Liteta,Cagliari,1,19,,,3.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,6.29
6645,C,T,Marchwinski,Lecce,1,23,,,4.0,2,0.0,0.0,0.0,,,,,,,,,,,,,,,,16.0,,,,,,,6.79
4890,C,M;C,Tameze,Torino,1,31,,,3.5,9,15.0,5.9,5.83,28.0,5.79,5.73,37.0,5.81,5.77,36.0,6.25,6.58,32.0,5.92,5.92,3.0,6.17,6.17,9.0,15.0,12.0,0.0,0.0,0.0,,6.37
5007,C,C,Ilic,Torino,1,24,,,3.6,8,16.0,5.91,5.97,28.0,6.07,6.38,25.0,6.06,6.34,32.0,6.06,6.08,28.0,5.93,6.11,,,,21.0,20.0,28.0,0.0,0.0,,,6.45
6677,C,C;T,Adzic,Juventus,1,19,,,3.6,1,1.0,6.0,6.0,,,,,,,,,,,,,,,,1.0,,,,,,,6.44
5610,C,M;C,Vranckx,Sassuolo,1,23,,,3.4,9,,,,,,,5.0,5.9,5.8,,,,,,,,,,,,3.0,,,,,6.33
7246,C,C,Sala A.,Lecce,1,19,,,3.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,6.47
5561,C,W;T,Stengs,Pisa,1,26,,,3.7,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.56
6538,C,M;C,Onana J.,Genoa,1,25,,,3.4,4,7.0,5.86,5.79,,,,,,,,,,,,,,,,,,,,,,,6.32
7276,C,C,Cremaschi,Parma,1,21,,,3.7,8,,,,,,,,,,,,,,,,,,,,,,,,,,6.51
7319,C,M;C,Fofana Sa.,Lecce,1,24,,,3.4,6,,,,,,,,,,,,,,,,,,,,,,,,,,6.32
7345,C,W;T,Przyborek,Lazio,1,19,,,3.6,6,,,,,,,,,,,,,,,,,,,,,,,,,,6.44
7357,C,C;T,Lahdo,Como,1,22,,,3.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,6.52
2764,A,Pc,Martinez L.,Inter,33,28,,,4.3,315,31.0,6.19,7.44,33.0,6.65,8.73,37.0,6.42,8.16,33.0,6.38,8.02,38.0,6.46,7.87,35.0,6.21,7.29,406.0,450.0,412.0,0.0,0.0,0.0,0.0,7.96
4871,A,Pc,Thuram,Inter,32,28,,,4.3,270,32.0,6.33,7.75,35.0,6.54,7.81,,,,,,,,,,,,,260.0,320.0,,,,,,7.87
6052,A,Pc,Hojlund,Napoli,27,22,,,4.0,213,,,,,,,30.0,6.12,7.07,,,,,,,,,,,,126.0,,,,,7.58
7017,A,Pc,Douvikas,Como,26,26,,,4.0,200,12.0,6.21,6.75,,,,,,,,,,,,,,,,,,,,,,,7.57
6434,A,A,Yildiz,Juventus,26,20,,,4.0,182,34.0,6.34,7.01,21.0,6.05,6.29,,,,,,,,,,,,,84.0,30.0,,,,,,7.57
531,A,A,Berardi,Sassuolo,25,31,,,3.7,90,,,,17.0,6.53,8.06,24.0,6.58,8.1,33.0,6.71,8.33,30.0,6.6,8.37,31.0,6.5,7.85,,50.0,249.0,0.0,0.0,0.0,0.0,7.21
5585,A,A,Malen,Roma,25,26,,,4.7,350,,,,,,,,,,,,,,,,,,,,,,,,,,8.34
6435,A,Pc,Krstovic,Atalanta,24,24,,,3.6,95,37.0,6.05,6.92,33.0,5.91,6.3,,,,,,,,,,,,,72.0,47.0,,,,,,7.11
5637,A,Pc,Davis K.,Udinese,24,27,,,3.5,110,16.0,6.0,6.38,5.0,6.2,6.6,,,,,,,,,,,,,8.0,20.0,,,,,,7.05
2137,A,Pc,Scamacca,Atalanta,23,26,,,3.7,95,0.0,0.0,0.0,28.0,6.41,7.89,0.0,0.0,0.0,32.0,6.22,7.61,26.0,6.17,7.08,,,,145.0,330.0,,0.0,0.0,,0.0,7.21
505,A,A,Bonazzoli,Cremonese,22,28,,,3.5,40,,,,22.0,5.89,6.3,21.0,6.0,6.36,31.0,6.23,7.1,15.0,5.97,6.53,18.0,6.22,7.19,,26.0,8.0,0.0,0.0,0.0,,6.99
7071,A,Pc,Esposito F.P.,Inter,22,20,,,3.4,41,,,,,,,,,,,,,,,,,,,,,,,,,,6.95
2061,A,Pc,Simeone,Torino,22,30,,,3.4,99,19.0,5.92,6.11,17.0,5.74,5.82,12.0,6.29,7.33,35.0,6.17,7.54,29.0,5.71,6.34,37.0,6.01,7.01,15.0,18.0,27.0,0.0,0.0,0.0,0.0,6.95
4463,A,A,Esposito Se.,Cagliari,21,23,,,3.5,70,33.0,6.17,6.79,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,3.0,5.83,6.67,15.0,,,,,0.0,,7.04
6060,A,A,Laurientè,Sassuolo,21,26,,,3.6,82,,,,37.0,5.99,6.46,28.0,6.39,7.18,,,,,,,,,,,40.0,72.0,,,,,7.17
6669,A,Pc,Bonny,Inter,20,21,,,3.3,15,37.0,6.03,6.51,,,,,,,,,,,,,,,,42.0,,,,,,,6.76
4510,A,A,Leao,Milan,20,26,,,3.6,80,34.0,6.19,7.06,33.0,6.39,7.41,34.0,6.47,7.9,34.0,6.63,7.84,29.0,6.02,6.78,27.0,6.07,6.78,200.0,200.0,268.0,0.0,0.0,0.0,,7.13
5734,A,A,Soulè,Roma,20,22,,,3.6,85,23.0,6.24,7.04,36.0,6.29,7.07,7.0,6.14,6.57,,,,,,,,,,93.0,85.0,7.0,,,,,7.15
7023,A,Pc,Pellegrino M.,Parma,18,23,,,3.6,67,11.0,6.14,6.86,,,,,,,,,,,,,,,,,,,,,,,7.09
4728,A,A,Nkunku,Milan,18,27,,,3.5,43,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
6572,A,Pc,Castro S.,Bologna,17,21,,,3.4,30,33.0,6.17,6.76,5.0,6.0,6.5,,,,,,,,,,,,,47.0,9.0,,,,,,6.86
5995,A,A,De Ketelaere,Atalanta,16,24,,,3.5,59,34.0,6.19,6.94,33.0,6.32,7.39,27.0,5.74,5.74,,,,,,,,,,147.0,270.0,12.0,,,,,7.02
2097,A,Pc,Kean,Fiorentina,16,25,,,3.6,40,32.0,6.42,8.08,14.0,6.0,5.93,23.0,5.89,6.52,25.0,5.96,6.56,,,,0.0,0.0,0.0,100.0,15.0,21.0,0.0,,,0.0,7.15
2841,A,Pc,Vlahovic,Juventus,16,25,,,3.7,100,25.0,6.12,7.38,33.0,6.18,7.42,25.0,6.06,7.16,36.0,6.4,8.35,37.0,6.27,8.01,27.0,5.91,6.46,383.0,350.0,132.0,0.0,0.0,0.0,0.0,7.22
2489,A,A,Pedro,Lazio,16,38,,,3.4,20,28.0,6.21,7.27,26.0,5.92,6.0,36.0,6.12,6.53,32.0,6.25,7.14,26.0,5.88,6.44,,,,5.0,21.0,40.0,0.0,0.0,,,6.9
5455,A,A,Moreo,Pisa,16,32,,,3.4,25,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,6.92
