Id,Role,Role_M,Name,Squad,Price,Age,MyRating,Mate,Regularness,FVM,Pg22_23,Mv22_23,Mf22_23,Pg21_22,Mv21_22,Mf21_22,Pg23_24,Mv23_24,Mf23_24,Pg19_20,Mv19_20,Mf19_20,Pg20_21,Mv20_21,Mf20_21,ExpectedMf
6225,C,M;C,El Azzouzi,Bologna,4,28.0,3.1,,,7,,,,,,,9.0,6.11,6.83,,,,,,,6.08
6232,C,M;C,Makoumbou,Cagliari,4,26.0,2.8,,,7,,,,,,,32.0,5.62,5.61,,,,,,,5.78
6424,C,M;C,Prati,Cagliari,4,21.0,3.2,,,12,,,,,,,26.0,5.92,6.0,,,,,,,6.02
6633,C,M;C,Pierret,Lecce,4,,,,,8,,,,,,,,,,,,,,,,
6640,C,E;W,Felici,Cagliari,4,,,,,12,,,,,,,,,,,,,,,,
6674,C,M;C,Andersen M.k.,Venezia,4,,,,,13,,,,,,,,,,,,,,,,
27,C,M;C,Grassi,Empoli,3,29.0,2.7,,,4,20.0,5.92,5.85,28.0,5.95,5.88,26.0,5.92,5.77,14.0,5.93,6.0,20.0,5.72,5.55,5.84
333,C,M;C,Cataldi,Fiorentina,3,30.0,3.0,,,7,28.0,5.98,5.93,30.0,6.03,6.08,22.0,5.98,5.95,16.0,6.09,6.22,13.0,5.73,5.58,5.94
556,C,M;C,Baselli,Como,3,,,,,7,,,,12.0,5.88,5.92,,,,16.0,5.94,5.97,10.0,6.0,5.9,
1987,C,E;C,Jankto,Cagliari,3,28.0,3.0,,,6,,,,0.0,0.0,0.0,16.0,5.84,6.16,30.0,6.0,6.2,33.0,5.91,6.47,6.01
2357,C,M;C,Cyprien,Parma,3,,,,,2,,,,,,,,,,,,,10.0,5.7,5.6,
4870,C,M;C,Adopo,Cagliari,3,24.0,2.8,,,3,4.0,5.88,5.75,,,,4.0,5.75,6.0,,,,,,,6.07
5422,C,W,Zalewski,Roma,3,22.0,3.0,,,8,32.0,5.98,6.16,13.0,5.85,5.81,22.0,5.8,5.77,,,,1.0,6.0,7.0,5.99
5879,C,T;A,Vignato S.,Monza,3,20.0,3.2,,,5,2.0,6.25,6.75,,,,8.0,6.0,6.25,,,,,,,6.38
6048,C,W,Alidou,Verona,3,,,,,6,,,,,,,,,,,,,,,,
6054,C,M;C,Moro N.,Bologna,3,21.0,3.1,,,8,25.0,6.04,6.3,,,,17.0,6.03,6.21,,,,,,,6.11
6212,C,M;C,Zarraga,Udinese,3,25.0,3.0,,,6,,,,,,,7.0,6.07,6.93,,,,,,,6.09
6562,C,M;C,Dani Silva,Verona,3,,,,,5,,,,,,,9.0,5.83,5.72,,,,,,,
6579,C,W,Mitrovic S.,Verona,3,,,,,6,,,,,,,10.0,5.9,5.9,,,,,,,
6656,C,M;C,Braunoder,Como,3,,,,,8,,,,,,,,,,,,,,,,
6676,C,M;C,Engelhardt,Como,3,,,,,8,,,,,,,,,,,,,,,,
6900,C,E;W,Rui Modesto,Udinese,3,,,,,5,,,,,,,,,,,,,,,,
6904,C,W;T,Yeboah J.,Venezia,3,,,,,8,,,,,,,,,,,,,,,,
2161,C,M;C,Haas,Empoli,2,,,,,3,24.0,5.88,5.96,16.0,5.88,5.91,1.0,5.5,5.0,,,,,,,
4349,C,M;C,Nicolussi Caviglia,Venezia,2,24.0,2.9,,,4,11.0,5.73,5.91,,,,6.0,5.92,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.07
5298,C,M;C,Pobega,Bologna,2,25.0,3.2,,,10,14.0,5.96,6.25,31.0,6.26,6.5,7.0,5.93,5.93,,,,20.0,6.1,6.85,6.11
5421,C,C;T,Camara D.,Parma,2,,,,,1,,,,,,,,,,,,,0.0,0.0,0.0,
5486,C,C,Crnigoj,Venezia,2,,,,,1,6.0,5.83,5.75,32.0,5.97,6.23,,,,,,,,,,
5516,C,M;C,Bianco,Monza,2,,,,,2,3.0,6.17,6.0,0.0,0.0,0.0,,,,,,,,,,
5998,C,E;W,Zerbin,Napoli,2,25.0,2.7,,,4,4.0,5.75,5.62,,,,16.0,5.78,5.78,,,,,,,5.83
6024,C,M;C,Sulemana I.,Atalanta,2,21.0,2.9,,,4,13.0,5.92,5.77,,,,19.0,5.89,6.13,,,,,,,6.04
6191,C,M;C,Belahyane,Verona,2,,,,,4,,,,,,,2.0,6.25,6.25,,,,,,,
6889,C,W;T,Anjorin,Empoli,2,,,,,4,,,,,,,,,,,,,,,,
5286,C,M;C,Akpa Akpro,Lazio,1,32.0,2.7,,,2,24.0,6.04,6.0,6.0,5.33,5.25,14.0,5.82,5.64,,,,25.0,5.96,5.82,5.99
5725,C,M;C,Kone B.,Como,1,,,,,1,,,,1.0,5.0,5.0,,,,,,,,,,
5798,C,M;C,Bohinen,Genoa,1,25.0,2.6,,,1,19.0,5.82,5.82,10.0,5.95,5.8,14.0,5.86,5.82,,,,,,,6.06
6190,C,C,Pisilli,Roma,1,,,,,1,,,,,,,0.0,0.0,0.0,,,,,,,
6203,C,M;C,Belardinelli,Empoli,1,23.0,2.5,,,1,,,,,,,0.0,0.0,0.0,,,,,,,6.05
6410,C,M;C,Kaba,Lecce,1,23.0,2.4,,,1,,,,,,,22.0,5.82,5.73,,,,,,,5.82
6524,C,C;T,Zeroli,Milan,1,,,,,1,,,,,,,,,,,,,,,,
6532,C,E;W,Buchanan T.,Inter,1,,,,,1,,,,,,,7.0,6.07,6.5,,,,,,,
6677,C,T,Adzic,Juventus,1,,,,,1,,,,,,,,,,,,,,,,
6678,C,W;T,Liberali,Milan,1,,,,,1,,,,,,,,,,,,,,,,
6683,C,M;C,Doumbia I.,Venezia,1,,,,,2,,,,,,,,,,,,,,,,
6839,C,C;T,Byar,Bologna,1,,,,,1,,,,,,,,,,,,,,,,
6891,C,M;C,Vos,Milan,1,,,,,1,,,,,,,,,,,,,,,,
6903,C,C;T,Hasa,Lecce,1,,,,,1,,,,,,,,,,,,,,,,
6908,C,M;C,Atta,Udinese,1,,,,,1,,,,,,,,,,,,,,,,
2764,A,Pc,Martinez L.,Inter,39,27.0,4.7,,,406,37.0,6.42,8.16,33.0,6.38,8.02,33.0,6.65,8.73,35.0,6.21,7.29,38.0,6.46,7.87,8.39
2841,A,Pc,Vlahovic,Juventus,38,24.0,4.3,,,383,25.0,6.06,7.16,36.0,6.4,8.35,33.0,6.18,7.42,27.0,5.91,6.46,37.0,6.27,8.01,7.74
4661,A,Pc,Osimhen,Napoli,34,26.0,4.0,,,155,32.0,6.73,9.14,27.0,6.48,7.98,25.0,6.36,7.88,,,,24.0,6.33,7.58,7.48
309,A,A,Dybala,Roma,33,31.0,4.4,,,279,25.0,6.64,8.24,28.0,6.36,7.45,27.0,6.48,8.2,32.0,6.67,7.84,19.0,6.11,6.89,8.07
2531,A,Pc,Lukaku,Napoli,33,31.0,4.1,,,340,25.0,6.24,7.66,0.0,0.0,0.0,32.0,6.09,7.2,36.0,6.42,8.33,35.0,6.63,8.89,7.43
4871,A,Pc,Thuram,Inter,32,27.0,4.2,,,260,,,,,,,35.0,6.54,7.81,,,,,,,7.64
5839,A,A,Kvaratskhelia,Napoli,30,23.0,4.1,,,260,34.0,6.62,7.96,,,,34.0,6.25,7.25,,,,,,,7.52
6675,A,Pc,Dovbyk,Roma,30,,,,,238,,,,,,,,,,,,,,,,
2137,A,Pc,Scamacca,Atalanta,27,25.0,4.0,,,145,0.0,0.0,0.0,32.0,6.22,7.61,28.0,6.41,7.89,,,,26.0,6.17,7.08,7.48
4730,A,A,Lookman,Atalanta,27,28.0,4.2,,,222,30.0,6.47,7.92,,,,30.0,6.37,7.63,,,,,,,7.63
313,A,Pc,Morata,Milan,26,,,,,181,,,,35.0,6.1,6.91,,,,,,,30.0,6.15,7.4,
608,A,Pc,Zapata D.,Torino,26,33.0,3.9,,,172,24.0,5.96,6.27,24.0,6.38,7.73,37.0,6.26,7.36,28.0,6.54,8.66,37.0,6.42,7.88,7.15
5800,A,A,Gudmundsson A.,Fiorentina,26,27.0,4.0,,,170,,,,11.0,5.68,5.82,35.0,6.47,7.64,,,,,,,7.49
4179,A,A,Gonzalez N.,Juventus,24,26.0,3.8,,,102,22.0,6.11,6.86,33.0,6.35,7.11,29.0,6.31,7.4,,,,,,,7.19
4510,A,A,Leao,Milan,24,25.0,4.1,,,200,34.0,6.47,7.9,34.0,6.63,7.84,33.0,6.39,7.41,27.0,6.07,6.78,29.0,6.02,6.78,7.45
6228,A,Pc,Retegui,Atalanta,23,25.0,3.8,,,194,,,,,,,29.0,6.09,6.79,,,,,,,7.03
6226,A,Pc,Castellanos,Lazio,22,26.0,3.5,,,112,,,,,,,31.0,5.87,6.32,,,,,,,6.62
5995,A,A,De Ketelaere,Atalanta,21,23.0,3.9,,,147,27.0,5.74,5.74,,,,33.0,6.32,7.39,,,,,,,7.3
6643,A,Pc,Dallinga,Bologna,21,,,,,94,,,,,,,,,,,,,,,,
2097,A,Pc,Kean,Fiorentina,20,24.0,3.8,,,100,23.0,5.89,6.52,25.0,5.96,6.56,14.0,6.0,5.93,0.0,0.0,0.0,,,,7.18
2038,A,Pc,Pinamonti,Genoa,19,25.0,3.6,,,97,32.0,5.67,6.06,36.0,6.15,7.21,37.0,5.92,6.7,30.0,5.7,6.12,4.0,6.25,7.0,6.79
5734,A,W;A,Soule',Roma,19,21.0,3.7,,,93,7.0,6.14,6.57,,,,36.0,6.29,7.07,,,,,,,6.95
441,A,Pc,Belotti,Como,16,31.0,3.6,,,75,22.0,5.8,5.75,22.0,6.2,7.32,24.0,6.21,7.1,35.0,6.16,7.41,34.0,6.43,7.6,6.86
6434,A,A,Yildiz,Juventus,16,19.0,3.4,,,84,,,,,,,21.0,6.05,6.29,,,,,,,6.57
6435,A,Pc,Krstovic,Lecce,16,24.0,3.4,,,72,,,,,,,33.0,5.91,6.3,,,,,,,6.56
6556,A,A,Noslin,Lazio,16,,,,,73,,,,,,,17.0,6.35,7.41,,,,,,,
6628,A,Pc,Taremi,Inter,16,,,,,70,,,,,,,,,,,,,,,,
6646,A,A,Adams C.,Torino,16,,,,,72,,,,,,,,,,,,,,,,
2475,A,A,Sanchez,Udinese,15,36.0,3.5,,,70,0.0,0.0,0.0,22.0,6.14,6.91,19.0,6.18,6.76,17.0,6.44,7.5,25.0,6.38,7.34,6.83
5079,A,Pc,Pohjanpalo,Venezia,15,,,,,78,,,,,,,,,,,,,,,,
5672,A,Pc,Dia,Lazio,15,28.0,3.4,,,66,33.0,6.27,7.82,,,,17.0,5.85,6.53,,,,,,,6.6
4359,A,Pc,Piccoli,Cagliari,14,23.0,3.4,,,55,16.0,5.84,6.22,8.0,5.69,6.06,32.0,6.02,6.41,1.0,5.5,5.5,14.0,6.07,7.14,6.6
6215,A,Pc,Lucca,Udinese,14,24.0,3.5,,,71,,,,,,,34.0,6.04,6.75,,,,,,,6.78
4923,A,Pc,Colombo,Empoli,13,22.0,3.4,,,55,26.0,5.94,6.37,,,,23.0,5.89,6.39,0.0,0.0,0.0,2.0,5.75,5.75,6.6
2061,A,Pc,Simeone,Napoli,12,29.0,2.9,,,15,12.0,6.29,7.33,35.0,6.17,7.54,17.0,5.74,5.82,37.0,6.01,7.01,29.0,5.71,6.34,6.13
2544,A,Pc,Abraham,Milan,12,27.0,3.5,,,30,34.0,6.19,6.96,37.0,6.26,7.62,6.0,5.83,6.25,,,,,,,7.04
4436,A,A,Cambiaghi,Bologna,12,24.0,3.1,,,20,25.0,6.24,6.9,,,,37.0,6.14,6.2,0.0,0.0,0.0,,,,6.37
5297,A,A,Luvumbo,Cagliari,12,22.0,3.4,,,38,,,,,,,30.0,6.27,6.75,,,,0.0,0.0,0.0,6.69
6164,A,Pc,Vitinha O.,Genoa,12,,,,,79,,,,,,,6.0,6.42,7.33,,,,,,,
6227,A,A,Okafor,Milan,12,24.0,3.3,,,21,,,,,,,24.0,6.21,7.02,,,,,,,6.79
6398,A,W;A,Isaksen,Lazio,12,23.0,3.1,,,25,,,,,,,23.0,6.07,6.46,,,,,,,6.39
6801,A,Pc,Tengstedt,Verona,12,,,,,22,,,,,,,,,,,,,,,,
2012,A,Pc,Milik,Juventus,11,30.0,3.1,,,22,27.0,6.09,6.74,,,,24.0,6.0,6.46,26.0,6.1,7.27,0.0,0.0,0.0,6.45
2369,A,A,Thauvin,Udinese,11,31.0,3.4,,,37,11.0,5.68,5.68,,,,25.0,6.2,6.84,,,,,,,6.76
5471,A,Pc,Djuric,Monza,11,34.0,3.2,,,31,24.0,5.98,6.06,32.0,6.05,6.55,36.0,6.08,6.67,,,,,,,6.51
479,A,Pc,Sanabria,Torino,10,28.0,3.0,,,18,31.0,6.27,7.52,25.0,6.18,6.88,35.0,5.84,6.24,23.0,6.0,6.8,14.0,5.93,7.0,6.36
2155,A,Pc,Cutrone,Como,10,,,,,23,,,,24.0,5.88,6.23,,,,18.0,5.94,6.64,7.0,5.71,5.71,
4371,A,A,Raspadori,Napoli,10,24.0,3.2,,,22,23.0,5.89,6.22,36.0,6.07,6.89,33.0,5.98,6.44,7.0,6.21,7.07,20.0,6.28,7.15,6.5
6207,A,W;A,Almqvist,Parma,10,25.0,3.0,,,18,,,,,,,30.0,5.98,6.13,,,,,,,6.19
6409,A,A,Beltran L.,Fiorentina,10,23.0,3.3,,,34,,,,,,,30.0,6.12,6.65,,,,,,,6.63
6630,A,Pc,Mosquera,Verona,10,,,,,25,,,,,,,,,,,,,,,,
1939,A,Pc,Lapadula,Cagliari,9,34.0,2.9,,,11,,,,,,,21.0,5.88,6.24,24.0,6.1,7.27,37.0,5.91,6.5,6.25
1958,A,A,Caprari,Monza,9,31.0,3.2,,,17,36.0,6.03,6.4,34.0,6.54,7.75,5.0,5.9,5.9,26.0,5.94,6.42,30.0,6.0,6.52,6.76
2438,A,Pc,Jovic,Milan,9,27.0,3.2,,,16,27.0,5.98,6.56,,,,19.0,5.89,6.79,,,,,,,6.65
2765,A,A,Odgaard,Bologna,9,,,,,13,,,,,,,9.0,6.22,7.0,,,,,,,
5506,A,A,Ekuban,Genoa,9,31.0,3.1,,,10,,,,29.0,5.71,5.84,23.0,6.09,6.65,,,,,,,6.6
5882,A,A,Mota,Monza,9,26.0,3.1,,,22,29.0,6.09,6.64,,,,33.0,6.0,6.41,,,,,,,6.49
6145,A,W;A,Ngonge,Napoli,9,24.0,3.1,,,12,13.0,6.04,6.73,,,,28.0,6.14,6.86,,,,,,,6.54
6667,A,A,Benedyczak,Parma,9,,,,,20,,,,,,,,,,,,,,,,
6669,A,Pc,Bonny,Parma,9,,,,,42,,,,,,,,,,,,,,,,
4268,A,Pc,Arnautovic,Inter,8,35.0,3.2,,,20,21.0,6.38,7.74,32.0,6.28,7.44,24.0,6.15,6.9,,,,,,,6.58
5322,A,W;A,Mihaila,Parma,8,,,,,17,,,,2.0,5.5,5.5,,,,,,,14.0,6.14,6.79,
6001,A,W;A,Banda,Lecce,8,23.0,2.9,,,13,32.0,6.05,6.17,,,,21.0,6.07,6.33,,,,,,,6.28
6213,A,A,Brenner,Udinese,8,24.0,3.4,,,26,,,,,,,4.0,5.88,5.88,,,,,,,6.84
6572,A,Pc,Castro S.,Bologna,8,,,,,47,,,,,,,5.0,6.0,6.5,,,,,,,
5500,A,W;A,Cancellieri,Parma,6,22.0,2.9,,,13,6.0,5.83,5.83,5.0,6.1,6.6,34.0,6.0,6.31,,,,,,,6.27
5637,A,Pc,Davis K.,Udinese,6,26.0,3.2,,,8,,,,,,,5.0,6.2,6.6,,,,,,,7.01
6644,A,Pc,Rocha Livramento,Verona,6,,,,,12,,,,,,,,,,,,,,,,
383,A,Pc,Petagna,Monza,5,29.0,3.3,,,13,31.0,6.05,6.56,13.0,6.04,6.77,15.0,5.8,6.0,36.0,5.93,6.72,16.0,6.16,7.09,6.93
5311,A,Pc,Shomurodov,Roma,5,29.0,2.9,,,6,17.0,5.76,5.97,20.0,6.1,6.72,20.0,5.85,6.42,,,,30.0,6.17,6.98,6.41
5881,A,Pc,Gytkjaer,Venezia,5,,,,,10,15.0,5.73,5.73,,,,,,,,,,,,,
6833,A,A,Mbangula,Juventus,5,,,,,17,,,,,,,,,,,,,,,,
6895,A,A,Dominguez B.,Bologna,5,,,,,11,,,,,,,,,,,,,,,,
186,A,A,Rebic,Lecce,4,,,,,7,18.0,5.86,6.39,22.0,6.07,6.39,,,,22.0,6.3,7.8,27.0,6.19,7.44,
2762,A,A,Kouame',Fiorentina,4,27.0,3.0,,,13,28.0,6.11,6.62,0.0,0.0,0.0,20.0,5.95,6.3,18.0,6.31,7.44,23.0,5.7,5.83,6.42
4463,A,A,Esposito Se.,Empoli,4,,,,,15,,,,,,,0.0,0.0,0.0,3.0,5.83,6.67,0.0,0.0,0.0,
6119,A,A,Solbakken,Empoli,4,,,,,12,9.0,5.94,6.39,,,,1.0,5.5,5.5,,,,,,,
6159,A,A,Sarr A.,Verona,4,,,,,7,,,,,,,,,,,,,,,,
6549,A,W;A,Pierotti,Lecce,4,,,,,4,,,,,,,7.0,6.07,6.21,,,,,,,
6653,A,A,Bravo,Udinese,4,,,,,8,,,,,,,,,,,,,,,,
247,A,Pc,Pavoletti,Cagliari,3,36.0,2.7,,,5,,,,28.0,5.89,6.32,14.0,6.25,7.04,1.0,5.5,5.5,22.0,5.98,6.5,6.15
495,A,A,Correa,Inter,3,,,,,7,23.0,5.93,6.35,26.0,6.06,6.75,0.0,0.0,0.0,30.0,6.27,7.13,28.0,6.0,6.91,
2103,A,Pc,Pellegri,Empoli,3,23.0,3.2,,,8,11.0,6.0,6.5,10.0,5.9,6.15,15.0,5.87,6.03,,,,,,,6.97
2489,A,A,Pedro,Lazio,3,37.0,2.8,,,5,36.0,6.12,6.53,32.0,6.25,7.14,26.0,5.92,6.0,,,,26.0,5.88,6.44,6.28
6635,A,Pc,Pizarro,Udinese,3,,,,,7,,,,,,,,,,,,,,,,
306,A,Pc,Cerri,Como,2,,,,,1,,,,0.0,0.0,0.0,11.0,5.86,6.05,15.0,5.73,6.07,10.0,5.85,6.15,
5436,A,Pc,Raimondo,Venezia,2,,,,,2,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,
6657,A,Pc,Gabrielloni,Como,2,,,,,2,,,,,,,,,,,,,,,,
2325,A,A,Karamoh,Torino,1,26.0,2.7,,,1,15.0,6.1,6.83,,,,5.0,6.1,6.1,11.0,5.64,6.0,21.0,5.81,6.12,6.74
6418,A,Pc,Burnete,Lecce,1,20.0,2.7,,,1,,,,,,,1.0,6.0,6.0,,,,,,,6.77
6490,A,Pc,Cruz,Verona,1,,,,,1,,,,,,,3.0,5.67,5.67,,,,,,,
6519,A,Pc,Camarda,Milan,1,,,,,1,,,,,,,0.0,0.0,0.0,,,,,,,
6565,A,Pc,Ankeye,Genoa,1,,,,,1,,,,,,,2.0,5.75,5.75,,,,,,,
6598,A,Pc,Mutandwa,Cagliari,1,,,,,2,,,,,,,,,,,,,,,,
6603,A,A,Joao Costa,Roma,1,,,,,1,,,,,,,,,,,,,,,,
6648,A,W;A,Jasim,Como,1,,,,,1,,,,,,,,,,,,,,,,
6670,A,Pc,Charpentier,Parma,1,,,,,1,,,,,,,,,,,,,,,,
6822,A,Pc,Ekhator,Genoa,1,,,,,1,,,,,,,,,,,,,,,,
