Id,Role,Name,Squad,Price,Age,MyRating,Mate,Regularness,FVM,Pg23_24,Mv23_24,Mf23_24,Pg22_23,Mv22_23,Mf22_23,Pg21_22,Mv21_22,Mf21_22,Pg20_21,Mv20_21,Mf20_21,Pg19_20,Mv19_20,Mf19_20,ExpectedMf
5500,A,Cancellieri,Parma,4,22,3.2,,2,13,34.0,6.0,6.31,6.0,5.83,5.83,5.0,6.1,6.6,,,,,,,6.64
6668,A,Partipilo,Parma,2,30,3.1,,1,2,,,,,,,,,,,,,,,,7.08
6670,A,Charpentier,Parma,1,25,2.9,,1,1,,,,,,,,,,,,,,,,6.96
5841,P,Svilar,Roma,14,25,4.2,,5,69,15.0,6.47,5.37,3.0,6.0,4.83,,,,,,,,,,5.22
5384,P,Ryan,Roma,1,32,3.4,,1,1,,,,,,,,,,,,,,,,5.05
6824,P,Marin Re.,Roma,1,18,3.3,,1,1,,,,,,,,,,,,,,,,5.02
2296,D,Mancini,Roma,10,28,3.9,,5,26,35.0,5.99,6.2,35.0,6.11,6.16,33.0,5.88,5.64,33.0,6.14,6.41,32.0,6.03,5.88,6.18
4772,D,Angelino,Roma,10,27,4.2,,5,27,16.0,5.94,5.88,,,,,,,,,,,,,6.46
4245,D,Smalling,Roma,8,35,3.9,,3,12,6.0,5.83,5.83,32.0,6.31,6.52,25.0,6.18,6.46,14.0,5.93,5.89,30.0,6.05,6.35,6.34
4317,D,N'Dicka,Roma,8,25,3.5,,5,20,25.0,5.86,5.86,,,,,,,,,,,,,5.88
4657,D,Celik,Roma,3,27,3.9,,5,12,12.0,5.92,5.88,21.0,5.81,5.69,,,,,,,,,,6.41
6647,D,Dahl,Roma,3,21,3.8,,3,8,,,,,,,,,,,,,,,,6.36
6649,D,Sangare' B.,Roma,1,17,3.1,,1,1,,,,,,,,,,,,,,,,6.28
530,C,Pellegrini Lo.,Roma,22,28,4.3,,5,73,29.0,6.14,6.95,32.0,5.97,6.33,27.0,6.28,7.13,33.0,6.3,6.94,27.0,6.2,6.5,6.9
6299,C,Le Fee,Roma,10,24,3.7,,4,21,,,,,,,,,,,,,,,,6.47
779,C,Cristante,Roma,9,29,3.5,,5,20,37.0,6.11,6.35,36.0,5.99,5.89,34.0,5.97,5.96,31.0,5.82,5.77,24.0,5.77,5.81,6.32
795,C,El Shaarawy,Roma,8,32,3.6,,3,19,29.0,6.05,6.4,26.0,6.37,7.15,24.0,5.92,6.27,9.0,5.67,5.94,,,,6.35
5823,C,Baldanzi,Roma,8,21,3.5,,3,20,24.0,6.08,6.27,26.0,6.15,6.58,,,,,,,,,,6.3
468,C,Paredes,Roma,7,30,3.3,,5,16,34.0,5.99,6.13,20.0,5.78,5.78,,,,,,,,,,6.12
5423,C,Bove,Roma,5,22,3.1,,3,10,28.0,5.96,5.96,17.0,6.03,6.15,2.0,6.5,8.0,0.0,0.0,0.0,,,,6.01
5422,C,Zalewski,Roma,3,22,2.9,,3,8,22.0,5.8,5.77,32.0,5.98,6.16,13.0,5.85,5.81,1.0,6.0,7.0,,,,5.84
6190,C,Pisilli,Roma,1,20,2.8,,1,1,0.0,0.0,0.0,,,,,,,,,,,,,6.37
309,A,Dybala,Roma,34,31,4.5,,5,279,27.0,6.48,8.2,25.0,6.64,8.24,28.0,6.36,7.45,19.0,6.11,6.89,32.0,6.67,7.84,8.03
6675,A,Dovbyk,Roma,31,27,4.2,,5,238,,,,,,,,,,,,,,,,7.67
5734,A,Soule',Roma,20,21,3.9,,5,93,36.0,6.29,7.07,7.0,6.14,6.57,,,,,,,,,,7.39
2544,A,Abraham,Roma,13,27,3.6,,3,30,6.0,5.83,6.25,34.0,6.19,6.96,37.0,6.26,7.62,,,,,,,7.17
6603,A,Joao Costa,Roma,1,19,2.3,,1,1,,,,,,,,,,,,,,,,5.98
2170,P,Milinkovic-Savic V.,Torino,10,27,4.2,,5,47,36.0,6.12,5.24,38.0,6.03,4.89,27.0,6.02,4.85,5.0,5.8,4.6,,,,5.22
216,P,Donnarumma An.,Torino,1,34,3.4,,1,1,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.04
5320,P,Paleari,Torino,1,32,3.4,,1,1,,,,,,,,,,3.0,6.17,5.17,,,,5.05
6642,D,Coco,Torino,8,25,4.2,,5,22,,,,,,,,,,,,,,,,6.44
6820,D,Sosa B.,Torino,8,26,4.1,,5,17,,,,,,,,,,,,,,,,6.43
6041,D,Schuurs,Torino,7,25,3.9,,3,10,9.0,6.11,6.33,29.0,6.21,6.19,,,,,,,,,,6.4
49,D,Masina,Torino,6,30,3.9,,5,12,15.0,5.87,5.8,11.0,5.91,6.36,,,,,,,,,,6.4
4994,D,Vojvoda,Torino,6,29,3.9,,4,12,21.0,5.88,5.95,27.0,5.85,5.98,29.0,6.02,6.07,19.0,5.71,6.03,,,,6.4
6426,D,Pedersen,Torino,6,24,3.2,,3,12,23.0,5.72,5.72,,,,,,,,,,,,,5.75
4385,D,Lazaro,Torino,5,28,3.4,,4,8,30.0,6.02,6.07,20.0,6.0,6.05,0.0,0.0,0.0,,,,6.0,5.83,5.83,6.05
6474,D,Sazonov,Torino,1,22,3.4,,3,2,8.0,5.75,5.69,,,,,,,,,,,,,6.35
6612,D,Dellavalle,Torino,1,20,3.1,,1,1,,,,,,,,,,,,,,,,6.33
6826,D,Dembele' A.,Torino,1,20,3.5,,1,3,,,,,,,,,,,,,,,,6.33
5687,C,Vlasic,Torino,15,27,3.8,,4,48,33.0,6.02,6.3,34.0,6.22,6.82,,,,,,,,,,6.31
5007,C,Ilic,Torino,8,23,3.6,,3,21,28.0,6.07,6.38,25.0,6.06,6.34,32.0,6.06,6.08,28.0,5.93,6.11,,,,6.39
5453,C,Ricci S.,Torino,8,23,3.2,,5,20,30.0,5.9,5.87,28.0,6.16,6.3,30.0,5.88,5.95,,,,,,,5.93
4890,C,Tameze,Torino,5,30,2.9,,4,9,28.0,5.79,5.73,37.0,5.81,5.77,36.0,6.25,6.58,32.0,5.92,5.92,3.0,6.17,6.17,5.75
2008,C,Linetty,Torino,4,29,2.8,,3,7,26.0,5.92,5.69,29.0,5.95,5.93,16.0,5.78,5.72,24.0,5.69,5.71,28.0,5.96,6.43,5.72
6170,C,Gineitis,Torino,4,20,3.5,,3,12,10.0,6.05,5.95,2.0,6.0,5.5,,,,,,,,,,6.41
608,A,Zapata D.,Torino,26,33,3.9,,5,172,37.0,6.26,7.36,24.0,5.96,6.27,24.0,6.38,7.73,37.0,6.42,7.88,28.0,6.54,8.66,7.12
6646,A,Adams C.,Torino,14,28,3.8,,4,72,,,,,,,,,,,,,,,,7.3
479,A,Sanabria,Torino,10,28,3.0,,3,18,35.0,5.84,6.24,31.0,6.27,7.52,25.0,6.18,6.88,14.0,5.93,7.0,23.0,6.0,6.8,6.31
2103,A,Pellegri,Torino,3,23,3.0,,3,4,15.0,5.87,6.03,11.0,6.0,6.5,10.0,5.9,6.15,,,,,,,6.72
2325,A,Karamoh,Torino,1,26,2.9,,1,1,5.0,6.1,6.1,15.0,6.1,6.83,,,,21.0,5.81,6.12,11.0,5.64,6.0,7.04
6462,P,Okoye,Udinese,7,25,4.0,,5,31,21.0,6.17,4.93,,,,,,,,,,,,,5.13
543,P,Padelli,Udinese,1,39,3.3,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.17,3.5,1.0,6.0,5.0,3.0,5.33,4.0,4.98
2211,P,Silvestri,Udinese,1,33,3.4,,1,1,17.0,5.82,4.18,38.0,6.24,4.97,35.0,6.17,4.73,34.0,6.21,4.9,35.0,6.2,4.94,5.05
6842,P,Sava,Udinese,1,37,3.3,,1,1,,,,,,,,,,,,,,,,5.01
5847,D,Bijol,Udinese,9,25,3.6,,5,20,24.0,6.08,6.0,32.0,5.88,6.03,,,,,,,,,,6.01
5677,D,Perez N.,Udinese,7,24,3.4,,5,15,36.0,5.94,5.82,33.0,6.02,6.0,20.0,5.75,5.65,,,,,,,5.85
5555,D,Kamara H.,Udinese,6,30,3.6,,5,13,31.0,6.06,6.1,,,,,,,,,,,,,6.08
6533,D,Giannetti L.,Udinese,6,33,3.7,,3,6,7.0,5.79,5.64,,,,,,,,,,,,,6.35
6047,D,Ehizibue,Udinese,5,29,3.8,,5,8,20.0,5.88,5.82,21.0,5.79,5.93,,,,,,,,,,6.39
6485,D,Kristensen T.,Udinese,5,22,3.1,,4,8,26.0,5.79,5.75,,,,,,,,,,,,,5.78
4263,D,Kabasele,Udinese,3,33,3.5,,3,4,10.0,5.75,5.8,,,,,,,,,,,,,6.34
5848,D,Ebosele,Udinese,3,22,2.9,,3,4,30.0,5.83,5.73,10.0,6.0,6.0,,,,,,,,,,5.76
6211,D,Zemura,Udinese,3,25,3.6,,2,4,21.0,5.86,5.98,,,,,,,,,,,,,6.37
6679,D,Esteves G.,Udinese,2,22,3.5,,2,3,,,,,,,,,,,,,,,,6.35
5994,D,Ebosse,Udinese,1,25,3.2,,1,1,0.0,0.0,0.0,14.0,5.64,5.54,,,,,,,,,,6.36
5850,C,Lovric,Udinese,10,26,3.4,,5,23,29.0,5.97,6.09,36.0,6.18,6.71,,,,,,,,,,6.11
6481,C,Payero,Udinese,8,26,3.2,,4,13,28.0,5.88,6.02,,,,,,,,,,,,,6.04
6684,C,Ekkelenkamp,Udinese,6,24,3.5,,3,12,,,,,,,,,,,,,,,,6.44
6680,C,Karlstrom,Udinese,5,29,3.4,,3,8,,,,,,,,,,,,,,,,6.39
6212,C,Zarraga,Udinese,3,25,3.3,,2,6,7.0,6.07,6.93,,,,,,,,,,,,,6.42
2475,A,Sanchez,Udinese,16,36,3.4,,5,70,19.0,6.18,6.76,0.0,0.0,0.0,22.0,6.14,6.91,25.0,6.38,7.34,17.0,6.44,7.5,6.46
6215,A,Lucca,Udinese,13,24,3.6,,5,71,34.0,6.04,6.75,,,,,,,,,,,,,6.99
2369,A,Thauvin,Udinese,9,31,3.4,,5,37,25.0,6.2,6.84,11.0,5.68,5.68,,,,,,,,,,6.69
6213,A,Brenner,Udinese,8,24,3.4,,3,26,4.0,5.88,5.88,,,,,,,,,,,,,6.91
5637,A,Davis K.,Udinese,6,26,3.3,,2,8,5.0,6.2,6.6,,,,,,,,,,,,,7.06
6653,A,Bravo,Udinese,4,19,2.7,,1,8,,,,,,,,,,,,,,,,6.0
5676,A,Success,Udinese,3,28,3.2,,2,3,19.0,5.84,5.82,30.0,5.93,6.17,19.0,6.26,6.82,,,,,,,7.13
6635,A,Pizarro,Udinese,3,19,2.7,,1,7,,,,,,,,,,,,,,,,5.99
4425,P,Joronen,Venezia,6,31,3.9,,5,21,,,,,,,,,,,,,29.0,6.29,4.34,5.1
5521,P,Bertinato,Venezia,1,26,3.4,,1,1,,,,,,,0.0,0.0,0.0,,,,,,,5.07
6248,P,Stankovic F.,Venezia,1,22,3.4,,1,1,0.0,0.0,0.0,,,,,,,,,,,,,5.05
6671,P,Grandi,Venezia,1,31,3.4,,1,1,,,,,,,,,,,,,,,,5.06
1952,D,Zampano,Venezia,5,30,3.8,,3,8,,,,,,,,,,,,,,,,6.38
4458,D,Candela,Venezia,5,24,3.8,,4,8,,,,,,,,,,,,,0.0,0.0,0.0,6.39
5484,D,Svoboda,Venezia,4,26,3.7,,4,6,,,,,,,18.0,5.53,5.42,,,,,,,6.38
6672,D,Idzes,Venezia,4,24,3.8,,4,9,,,,,,,,,,,,,,,,6.39
6673,D,Sverko,Venezia,4,26,3.8,,4,7,,,,,,,,,,,,,,,,6.39
5447,D,Altare,Venezia,2,26,3.8,,3,8,0.0,0.0,0.0,,,,19.0,5.97,6.0,,,,,,,6.39
6681,D,Sagrado,Venezia,2,20,3.7,,4,7,,,,,,,,,,,,,,,,6.35
5695,D,Haps,Venezia,1,31,3.2,,1,1,14.0,5.93,6.0,,,,25.0,5.84,5.88,,,,,,,6.35
6659,D,Lucchesi,Venezia,1,21,3.2,,1,1,,,,,,,,,,,,,,,,6.34
6218,C,Oristanio,Venezia,9,22,3.6,,5,23,24.0,6.1,6.38,,,,,,,,,,,,,6.4
526,C,Duncan,Venezia,8,31,3.6,,4,16,26.0,6.08,6.46,21.0,5.88,5.95,31.0,5.92,6.13,15.0,5.77,5.8,24.0,6.08,6.44,6.41
5492,C,Tessmann,Venezia,7,23,3.5,,5,13,,,,,,,17.0,5.65,5.56,,,,,,,6.44
5507,C,Busio,Venezia,7,22,3.6,,5,15,,,,,,,28.0,5.88,5.88,,,,,,,6.44
5485,C,Bjarkason,Venezia,4,24,3.3,,2,6,,,,,,,0.0,0.0,0.0,,,,,,,6.42
6674,C,Andersen M.k.,Venezia,4,25,3.5,,3,13,,,,,,,,,,,,,,,,6.44
6020,C,Ellertsson,Venezia,3,22,3.5,,2,11,,,,5.0,5.8,5.7,,,,,,,,,,6.43
5486,C,Crnigoj,Venezia,2,29,2.8,,1,1,,,,6.0,5.83,5.75,32.0,5.97,6.23,,,,,,,6.37
434,C,Jajalo,Venezia,1,36,2.7,,1,1,,,,2.0,6.0,6.0,12.0,5.88,5.88,1.0,5.5,5.5,24.0,5.94,5.77,6.18
4349,C,Nicolussi Caviglia,Venezia,1,24,3.2,,1,4,6.0,5.92,6.0,11.0,5.73,5.91,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.42
6233,C,Lella,Venezia,1,24,2.9,,1,1,0.0,0.0,0.0,,,,,,,,,,,,,6.41
6683,C,Doumbia I.,Venezia,1,21,3.0,,1,2,,,,,,,,,,,,,,,,6.39
5079,A,Pohjanpalo,Venezia,16,30,3.8,,4,78,,,,,,,,,,,,,,,,7.27
5881,A,Gytkjaer,Venezia,5,34,3.1,,3,10,,,,15.0,5.73,5.73,,,,,,,,,,6.67
1842,A,Pierini,Venezia,3,26,3.3,,4,8,,,,,,,,,,,,,,,,7.06
5436,A,Raimondo,Venezia,1,20,2.6,,1,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,6.18
4957,P,Montipo',Verona,8,28,3.9,,5,30,37.0,6.31,4.99,37.0,6.19,4.66,34.0,6.09,4.69,37.0,5.99,3.97,,,,4.98
511,P,Perilli,Verona,1,29,3.4,,1,1,1.0,7.5,5.5,1.0,6.5,6.5,,,,,,,,,,5.06
4491,P,Berardi A.,Verona,1,33,3.4,,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,3.5,1.0,6.0,6.0,0.0,0.0,0.0,5.05
6480,D,Tchatchoua,Verona,7,23,3.3,,5,14,25.0,5.76,5.76,,,,,,,,,,,,,5.79
4493,D,Dawidowicz,Verona,6,29,2.9,,4,7,26.0,5.77,5.6,22.0,5.8,5.8,15.0,5.77,5.67,27.0,5.87,5.72,10.0,5.9,5.9,5.63
6639,D,Frese,Verona,5,26,3.8,,5,7,,,,,,,,,,,,,,,,6.39
2769,D,Magnani,Verona,4,29,3.1,,3,5,30.0,6.0,5.9,24.0,5.81,5.58,14.0,5.79,5.61,23.0,6.09,5.83,6.0,5.67,5.92,5.89
5764,D,Coppola D.,Verona,4,21,3.8,,4,8,20.0,5.85,5.92,16.0,5.81,5.66,3.0,5.83,5.83,,,,,,,6.36
581,D,Faraoni,Verona,3,33,3.7,,3,6,16.0,5.72,5.62,21.0,5.95,6.17,32.0,6.08,6.48,34.0,6.07,6.46,36.0,6.1,6.51,6.35
1891,D,Ceccherini,Verona,3,32,3.6,,3,5,0.0,0.0,0.0,20.0,5.88,5.9,34.0,5.88,5.79,28.0,5.91,5.66,10.0,5.85,5.7,6.35
6284,D,Okou,Verona,2,22,3.5,,2,3,,,,,,,,,,,,,,,,6.35
6631,D,Ghilardi,Verona,1,21,3.2,,1,1,,,,,,,,,,,,,,,,6.34
5688,C,Harroui,Verona,13,26,3.9,,5,37,17.0,6.15,6.79,17.0,5.94,6.24,10.0,5.8,5.7,,,,,,,6.51
6486,C,Suslov,Verona,13,22,3.8,,4,37,30.0,6.12,6.47,,,,,,,,,,,,,6.49
236,C,Lazovic,Verona,11,34,3.4,,5,23,31.0,5.87,6.19,30.0,6.25,6.82,34.0,6.22,6.49,31.0,6.15,6.58,38.0,6.2,6.57,6.15
4342,C,Duda,Verona,8,30,3.2,,5,16,32.0,6.05,5.98,14.0,5.82,5.68,,,,,,,,,,5.98
2117,C,Kastanos,Verona,5,26,3.2,,3,7,24.0,6.0,6.29,22.0,6.02,6.2,25.0,5.9,5.94,,,,,,,6.28
6458,C,Serdar,Verona,5,27,3.1,,3,10,23.0,6.07,5.96,,,,,,,,,,,,,5.98
6048,C,Alidou,Verona,3,23,3.3,,2,6,,,,,,,,,,,,,,,,6.42
6562,C,Dani Silva,Verona,3,24,3.3,,1,5,9.0,5.83,5.72,,,,,,,,,,,,,6.42
6579,C,Mitrovic S.,Verona,3,22,3.3,,1,6,10.0,5.9,5.9,,,,,,,,,,,,,6.41
6191,C,Belahyane,Verona,2,20,3.2,,1,4,2.0,6.25,6.25,,,,,,,,,,,,,6.38
6801,A,Tengstedt,Verona,12,24,3.4,,4,23,,,,,,,,,,,,,,,,6.9
6630,A,Mosquera,Verona,10,25,3.5,,3,23,,,,,,,,,,,,,,,,7.01
6644,A,Rocha Livramento,Verona,6,23,3.2,,1,12,,,,,,,,,,,,,,,,6.74
6558,A,Tavsan,Verona,4,23,3.0,,1,4,2.0,6.0,6.0,,,,,,,,,,,,,6.72
6490,A,Cruz,Verona,1,25,2.9,,1,1,3.0,5.67,5.67,,,,,,,,,,,,,6.96
