Id,Role,Role_M,Name,Squad,Price,Age,MyRating,Mate,Regularness,FVM,Pg23_24,Mv23_24,Mf23_24,Pg22_23,Mv22_23,Mf22_23,Pg21_22,Mv21_22,Mf21_22,Pg20_21,Mv20_21,Mf20_21,Pg19_20,Mv19_20,Mf19_20,ExpectedMf
5421,C,C;T,Camara D.,Parma,2,22,,,,1,,,,,,,,,,0.0,0.0,0.0,,,,6.21
6207,A,W;A,Almqvist,Parma,10,25,,,,18,30.0,5.98,6.13,,,,,,,,,,,,,6.19
6667,A,A,Benedyczak,Parma,9,24,,,,20,,,,,,,,,,,,,,,,6.83
6669,A,Pc,Bonny,Parma,9,21,,,,42,,,,,,,,,,,,,,,,6.93
5322,A,W;A,Mihaila,Parma,8,24,,,,17,,,,,,,2.0,5.5,5.5,14.0,6.14,6.79,,,,6.36
5500,A,W;A,Cancellieri,Parma,6,22,,,,13,34.0,6.0,6.31,6.0,5.83,5.83,5.0,6.1,6.6,,,,,,,6.27
6670,A,Pc,Charpentier,Parma,1,25,,,,1,,,,,,,,,,,,,,,,6.97
5841,P,Por,Svilar,Roma,13,25,,,,69,15.0,6.47,5.37,3.0,6.0,4.83,,,,,,,,,,5.03
5384,P,Por,Ryan,Roma,1,32,,,,1,,,,,,,,,,,,,,,,4.95
6824,P,Por,Marin Re.,Roma,1,18,,,,1,,,,,,,,,,,,,,,,5.01
2296,D,Dc,Mancini,Roma,11,28,,,,26,35.0,5.99,6.2,35.0,6.11,6.16,33.0,5.88,5.64,33.0,6.14,6.41,32.0,6.03,5.88,6.16
4772,D,Ds;E,Angelino,Roma,9,27,,,,27,16.0,5.94,5.88,,,,,,,,,,,,,5.94
4317,D,Dc,N'Dicka,Roma,8,25,,,,20,25.0,5.86,5.86,,,,,,,,,,,,,5.94
4245,D,Dc,Smalling,Roma,7,35,,,,12,6.0,5.83,5.83,32.0,6.31,6.52,25.0,6.18,6.46,14.0,5.93,5.89,30.0,6.05,6.35,6.05
6885,D,Dd;E,Abdulhamid,Roma,5,25,,,,12,,,,,,,,,,,,,,,,5.99
4657,D,Dd;E,Celik,Roma,4,27,,,,12,12.0,5.92,5.88,21.0,5.81,5.69,,,,,,,,,,6.01
6647,D,Ds;E,Dahl,Roma,3,21,,,,8,,,,,,,,,,,,,,,,6.0
6649,D,Dd;E,Sangare' B.,Roma,1,17,,,,1,,,,,,,,,,,,,,,,5.54
530,C,C;T,Pellegrini Lo.,Roma,21,28,,,,73,29.0,6.14,6.95,32.0,5.97,6.33,27.0,6.28,7.13,33.0,6.3,6.94,27.0,6.2,6.5,6.99
6299,C,C;T,Le Fee,Roma,10,24,,,,21,,,,,,,,,,,,,,,,6.45
779,C,M;C,Cristante,Roma,9,29,,,,20,37.0,6.11,6.35,36.0,5.99,5.89,34.0,5.97,5.96,31.0,5.82,5.77,24.0,5.77,5.81,6.22
5823,C,T;A,Baldanzi,Roma,9,21,,,,20,24.0,6.08,6.27,26.0,6.15,6.58,,,,,,,,,,6.33
5589,C,M;C,Kone' M.,Roma,8,23,,,,17,,,,,,,,,,,,,,,,6.14
795,C,W,El Shaarawy,Roma,7,32,,,,19,29.0,6.05,6.4,26.0,6.37,7.15,24.0,5.92,6.27,9.0,5.67,5.94,,,,6.31
468,C,M;C,Paredes,Roma,6,30,,,,16,34.0,5.99,6.13,20.0,5.78,5.78,,,,,,,,,,6.09
4892,C,W,Saelemaekers,Roma,5,25,,,,12,30.0,6.08,6.47,29.0,5.91,6.17,34.0,6.01,6.16,32.0,5.94,6.14,12.0,6.0,6.08,6.34
5422,C,W,Zalewski,Roma,3,22,,,,8,22.0,5.8,5.77,32.0,5.98,6.16,13.0,5.85,5.81,1.0,6.0,7.0,,,,5.98
6190,C,C,Pisilli,Roma,1,20,,,,1,0.0,0.0,0.0,,,,,,,,,,,,,6.07
309,A,A,Dybala,Roma,33,31,,,,279,27.0,6.48,8.2,25.0,6.64,8.24,28.0,6.36,7.45,19.0,6.11,6.89,32.0,6.67,7.84,8.07
6675,A,Pc,Dovbyk,Roma,30,27,,,,238,,,,,,,,,,,,,,,,7.42
5734,A,W;A,Soule',Roma,19,21,,,,93,36.0,6.29,7.07,7.0,6.14,6.57,,,,,,,,,,6.94
5311,A,Pc,Shomurodov,Roma,5,29,,,,6,20.0,5.85,6.42,17.0,5.76,5.97,20.0,6.1,6.72,30.0,6.17,6.98,,,,6.41
6603,A,A,Joao Costa,Roma,1,19,,,,1,,,,,,,,,,,,,,,,6.92
2170,P,Por,Milinkovic-Savic V.,Torino,12,27,,,,47,36.0,6.12,5.24,38.0,6.03,4.89,27.0,6.02,4.85,5.0,5.8,4.6,,,,5.16
216,P,Por,Donnarumma An.,Torino,1,343,,,,1,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,305.43
5320,P,Por,Paleari,Torino,1,32,,,,1,,,,,,,,,,3.0,6.17,5.17,,,,4.95
6642,D,Dc,Coco,Torino,8,25,,,,22,,,,,,,,,,,,,,,,6.05
4665,D,Dc,Maripan,Torino,7,30,,,,15,,,,,,,,,,,,,,,,6.02
4994,D,B;Dd;E,Vojvoda,Torino,7,29,,,,12,21.0,5.88,5.95,27.0,5.85,5.98,29.0,6.02,6.07,19.0,5.71,6.03,,,,5.95
6820,D,E,Sosa B.,Torino,7,26,,,,17,,,,,,,,,,,,,,,,6.27
49,D,B;Ds;E,Masina,Torino,6,30,,,,12,15.0,5.87,5.8,11.0,5.91,6.36,,,,,,,,,,6.08
6041,D,Dc,Schuurs,Torino,6,25,,,,10,9.0,6.11,6.33,29.0,6.21,6.19,,,,,,,,,,5.95
6426,D,E,Pedersen,Torino,6,24,,,,12,23.0,5.72,5.72,,,,,,,,,,,,,5.87
4385,D,E,Lazaro,Torino,5,28,,,,8,30.0,6.02,6.07,20.0,6.0,6.05,0.0,0.0,0.0,,,,6.0,5.83,5.83,5.98
4374,D,Dc,Walukiewicz,Torino,4,24,,,,6,27.0,5.76,5.65,9.0,5.89,5.89,6.0,5.67,5.58,19.0,5.5,5.53,14.0,5.64,5.61,5.72
6826,D,E,Dembele' A.,Torino,2,20,,,,3,,,,,,,,,,,,,,,,5.97
5687,C,T,Vlasic,Torino,14,27,,,,48,33.0,6.02,6.3,34.0,6.22,6.82,,,,,,,,,,6.38
5007,C,C,Ilic,Torino,9,23,,,,21,28.0,6.07,6.38,25.0,6.06,6.34,32.0,6.06,6.08,28.0,5.93,6.11,,,,6.4
5453,C,M;C,Ricci S.,Torino,8,23,,,,20,30.0,5.9,5.87,28.0,6.16,6.3,30.0,5.88,5.95,,,,,,,6.0
4890,C,M;C,Tameze,Torino,5,30,,,,9,28.0,5.79,5.73,37.0,5.81,5.77,36.0,6.25,6.58,32.0,5.92,5.92,3.0,6.17,6.17,5.84
2008,C,M;C,Linetty,Torino,4,29,,,,7,26.0,5.92,5.69,29.0,5.95,5.93,16.0,5.78,5.72,24.0,5.69,5.71,28.0,5.96,6.43,5.81
6170,C,C,Gineitis,Torino,4,20,,,,12,10.0,6.05,5.95,2.0,6.0,5.5,,,,,,,,,,6.14
608,A,Pc,Zapata D.,Torino,26,33,,,,172,37.0,6.26,7.36,24.0,5.96,6.27,24.0,6.38,7.73,37.0,6.42,7.88,28.0,6.54,8.66,7.15
6646,A,A,Adams C.,Torino,16,28,,,,72,,,,,,,,,,,,,,,,6.91
479,A,Pc,Sanabria,Torino,10,28,,,,18,35.0,5.84,6.24,31.0,6.27,7.52,25.0,6.18,6.88,14.0,5.93,7.0,23.0,6.0,6.8,6.36
2325,A,A,Karamoh,Torino,1,26,,,,1,5.0,6.1,6.1,15.0,6.1,6.83,,,,21.0,5.81,6.12,11.0,5.64,6.0,6.75
6462,P,Por,Okoye,Udinese,8,25,,,,31,21.0,6.17,4.93,,,,,,,,,,,,,4.94
543,P,Por,Padelli,Udinese,1,39,,,,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.17,3.5,1.0,6.0,5.0,3.0,5.33,4.0,5.36
6842,P,Por,Sava,Udinese,1,37,,,,1,,,,,,,,,,,,,,,,5.21
5847,D,Dc,Bijol,Udinese,9,25,,,,20,24.0,6.08,6.0,32.0,5.88,6.03,,,,,,,,,,6.01
6047,D,Dd;E,Ehizibue,Udinese,6,29,,,,8,20.0,5.88,5.82,21.0,5.79,5.93,,,,,,,,,,5.82
6533,D,Dc,Giannetti L.,Udinese,6,33,,,,6,7.0,5.79,5.64,,,,,,,,,,,,,5.98
5555,D,Ds;E,Kamara H.,Udinese,5,30,,,,13,31.0,6.06,6.1,,,,,,,,,,,,,5.97
6485,D,Dc,Kristensen T.,Udinese,4,22,,,,8,26.0,5.79,5.75,,,,,,,,,,,,,5.79
4263,D,Dc,Kabasele,Udinese,3,33,,,,4,10.0,5.75,5.8,,,,,,,,,,,,,5.96
5900,D,Dc,Toure' I.s.,Udinese,3,21,,,,5,,,,,,,,,,,,,,,,5.91
6211,D,Ds;E,Zemura,Udinese,3,25,,,,4,21.0,5.86,5.98,,,,,,,,,,,,,5.9
5994,D,Ds;Dc,Ebosse,Udinese,1,25,,,,1,0.0,0.0,0.0,14.0,5.64,5.54,,,,,,,,,,5.99
5850,C,C,Lovric,Udinese,10,26,,,,23,29.0,5.97,6.09,36.0,6.18,6.71,,,,,,,,,,6.24
6481,C,C,Payero,Udinese,8,26,,,,13,28.0,5.88,6.02,,,,,,,,,,,,,6.14
6684,C,C;T,Ekkelenkamp,Udinese,7,24,,,,12,,,,,,,,,,,,,,,,6.39
6680,C,M;C,Karlstrom,Udinese,6,29,,,,8,,,,,,,,,,,,,,,,6.07
6212,C,M;C,Zarraga,Udinese,3,25,,,,6,7.0,6.07,6.93,,,,,,,,,,,,,6.08
6900,C,E;W,Rui Modesto,Udinese,3,24,,,,5,,,,,,,,,,,,,,,,6.16
6908,C,M;C,Atta,Udinese,1,21,,,,1,,,,,,,,,,,,,,,,6.03
2475,A,A,Sanchez,Udinese,15,36,,,,70,19.0,6.18,6.76,0.0,0.0,0.0,22.0,6.14,6.91,25.0,6.38,7.34,17.0,6.44,7.5,6.82
6215,A,Pc,Lucca,Udinese,14,24,,,,71,34.0,6.04,6.75,,,,,,,,,,,,,6.78
2369,A,A,Thauvin,Udinese,11,31,,,,37,25.0,6.2,6.84,11.0,5.68,5.68,,,,,,,,,,6.76
6213,A,A,Brenner,Udinese,8,24,,,,26,4.0,5.88,5.88,,,,,,,,,,,,,6.85
5637,A,Pc,Davis K.,Udinese,6,26,,,,8,5.0,6.2,6.6,,,,,,,,,,,,,6.98
6653,A,A,Bravo,Udinese,4,19,,,,8,,,,,,,,,,,,,,,,6.93
6635,A,Pc,Pizarro,Udinese,3,19,,,,7,,,,,,,,,,,,,,,,6.71
4425,P,Por,Joronen,Venezia,7,31,,,,21,,,,,,,,,,,,,29.0,6.29,4.34,4.97
5521,P,Por,Bertinato,Venezia,1,26,,,,1,,,,,,,0.0,0.0,0.0,,,,,,,4.84
6248,P,Por,Stankovic F.,Venezia,1,22,,,,1,0.0,0.0,0.0,,,,,,,,,,,,,4.88
6671,P,Por,Grandi,Venezia,1,31,,,,1,,,,,,,,,,,,,,,,4.92
1952,D,Dd;Ds;E,Zampano,Venezia,5,30,,,,8,,,,,,,,,,,,,,,,5.97
4458,D,Dd;E,Candela,Venezia,5,24,,,,8,,,,,,,,,,,,,0.0,0.0,0.0,5.95
5484,D,Dc,Svoboda,Venezia,4,26,,,,6,,,,,,,18.0,5.53,5.42,,,,,,,5.93
6672,D,Dc,Idzes,Venezia,4,24,,,,9,,,,,,,,,,,,,,,,5.94
6673,D,B;Ds;E,Sverko,Venezia,4,26,,,,7,,,,,,,,,,,,,,,,6.02
5447,D,Dc,Altare,Venezia,3,26,,,,8,0.0,0.0,0.0,,,,19.0,5.97,6.0,,,,,,,5.94
6892,D,Dd;Dc,Schingtienne,Venezia,3,22,,,,6,,,,,,,,,,,,,,,,5.87
6149,D,Ds;E,Carboni F.,Venezia,2,21,,,,4,0.0,0.0,0.0,2.0,6.25,6.25,,,,,,,,,,5.98
6681,D,Dd;E,Sagrado,Venezia,2,20,,,,7,,,,,,,,,,,,,,,,5.77
5695,D,Ds;E,Haps,Venezia,1,31,,,,1,14.0,5.93,6.0,,,,25.0,5.84,5.88,,,,,,,5.84
526,C,C,Duncan,Venezia,8,31,,,,16,26.0,6.08,6.46,21.0,5.88,5.95,31.0,5.92,6.13,15.0,5.77,5.8,24.0,6.08,6.44,6.34
6218,C,W;T;A,Oristanio,Venezia,8,22,,,,23,24.0,6.1,6.38,,,,,,,,,,,,,6.34
5507,C,C,Busio,Venezia,6,22,,,,15,,,,,,,28.0,5.88,5.88,,,,,,,6.3
5485,C,C;W,Bjarkason,Venezia,4,24,,,,6,,,,,,,0.0,0.0,0.0,,,,,,,6.35
6020,C,C;W,Ellertsson,Venezia,4,22,,,,11,,,,5.0,5.8,5.7,,,,,,,,,,6.28
6674,C,M;C,Andersen M.k.,Venezia,4,25,,,,13,,,,,,,,,,,,,,,,6.13
6904,C,W;T,Yeboah J.,Venezia,3,24,,,,8,,,,,,,,,,,,,,,,6.32
4349,C,M;C,Nicolussi Caviglia,Venezia,2,24,,,,4,6.0,5.92,6.0,11.0,5.73,5.91,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.07
5486,C,C,Crnigoj,Venezia,2,29,,,,1,,,,6.0,5.83,5.75,32.0,5.97,6.23,,,,,,,6.46
6683,C,M;C,Doumbia I.,Venezia,1,21,,,,2,,,,,,,,,,,,,,,,6.03
5079,A,Pc,Pohjanpalo,Venezia,15,30,,,,78,,,,,,,,,,,,,,,,6.96
5881,A,Pc,Gytkjaer,Venezia,5,34,,,,10,,,,15.0,5.73,5.73,,,,,,,,,,6.44
5436,A,Pc,Raimondo,Venezia,2,20,,,,2,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,6.78
4957,P,Por,Montipo',Verona,7,28,,,,30,37.0,6.31,4.99,37.0,6.19,4.66,34.0,6.09,4.69,37.0,5.99,3.97,,,,4.99
511,P,Por,Perilli,Verona,1,29,,,,1,1.0,7.5,5.5,1.0,6.5,6.5,,,,,,,,,,4.87
4491,P,Por,Berardi A.,Verona,1,33,,,,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,3.5,1.0,6.0,6.0,0.0,0.0,0.0,4.99
6480,D,Dd;E,Tchatchoua,Verona,6,23,,,,14,25.0,5.76,5.76,,,,,,,,,,,,,5.87
4493,D,Dc,Dawidowicz,Verona,5,29,,,,7,26.0,5.77,5.6,22.0,5.8,5.8,15.0,5.77,5.67,27.0,5.87,5.72,10.0,5.9,5.9,5.71
5532,D,Ds;E,Bradaric,Verona,5,25,,,,8,34.0,5.72,5.74,30.0,5.75,5.77,,,,,,,,,,5.8
5554,D,Dd;Dc,Daniliuc,Verona,5,23,,,,8,11.0,5.45,5.36,27.0,5.69,5.5,,,,,,,,,,5.92
6639,D,Ds;E,Frese,Verona,5,26,,,,7,,,,,,,,,,,,,,,,6.01
2769,D,Dc,Magnani,Verona,4,29,,,,5,30.0,6.0,5.9,24.0,5.81,5.58,14.0,5.79,5.61,23.0,6.09,5.83,6.0,5.67,5.92,5.85
5764,D,Dc,Coppola D.,Verona,4,21,,,,8,20.0,5.85,5.92,16.0,5.81,5.66,3.0,5.83,5.83,,,,,,,5.87
581,D,Dd;E,Faraoni,Verona,3,33,,,,6,16.0,5.72,5.62,21.0,5.95,6.17,32.0,6.08,6.48,34.0,6.07,6.46,36.0,6.1,6.51,5.68
6284,D,Dc,Okou,Verona,2,22,,,,3,,,,,,,,,,,,,,,,5.89
6631,D,Dc,Ghilardi,Verona,1,21,,,,1,,,,,,,,,,,,,,,,5.88
5688,C,W;T,Harroui,Verona,13,26,,,,34,17.0,6.15,6.79,17.0,5.94,6.24,10.0,5.8,5.7,,,,,,,6.57
6486,C,W;T,Suslov,Verona,13,22,,,,37,30.0,6.12,6.47,,,,,,,,,,,,,6.43
236,C,W,Lazovic,Verona,11,34,,,,23,31.0,5.87,6.19,30.0,6.25,6.82,34.0,6.22,6.49,31.0,6.15,6.58,38.0,6.2,6.57,6.21
4342,C,M;C,Duda,Verona,8,30,,,,16,32.0,6.05,5.98,14.0,5.82,5.68,,,,,,,,,,6.01
6458,C,M;C,Serdar,Verona,5,27,,,,10,23.0,6.07,5.96,,,,,,,,,,,,,5.97
2117,C,C;T,Kastanos,Verona,4,26,,,,7,24.0,6.0,6.29,22.0,6.02,6.2,25.0,5.9,5.94,,,,,,,6.24
6048,C,W,Alidou,Verona,3,23,,,,6,,,,,,,,,,,,,,,,6.3
6562,C,M;C,Dani Silva,Verona,3,24,,,,5,9.0,5.83,5.72,,,,,,,,,,,,,6.08
6579,C,W,Mitrovic S.,Verona,3,22,,,,6,10.0,5.9,5.9,,,,,,,,,,,,,6.29
6191,C,M;C,Belahyane,Verona,2,20,,,,4,2.0,6.25,6.25,,,,,,,,,,,,,6.03
6801,A,Pc,Tengstedt,Verona,12,24,,,,22,,,,,,,,,,,,,,,,7.0
6630,A,Pc,Mosquera,Verona,10,25,,,,25,,,,,,,,,,,,,,,,7.02
6644,A,Pc,Rocha Livramento,Verona,6,23,,,,12,,,,,,,,,,,,,,,,6.96
6159,A,A,Sarr A.,Verona,4,23,,,,7,,,,,,,,,,,,,,,,6.82
6490,A,Pc,Cruz,Verona,1,25,,,,1,3.0,5.67,5.67,,,,,,,,,,,,,6.97
